doc_id,language,resource_level,model_pair,labse_published,labse_pooled,labse_aligned
cancer/after-a-breast-cancer-diagnosis,korean,medium,claude-opus-4.5 vs kimi-k2,0.9827783703804016,0.9933323264122009,0.9689380952290126
cancer/after-a-breast-cancer-diagnosis,korean,medium,gemini-3-pro vs kimi-k2,0.9699302911758423,0.9945077896118164,0.9596838355064392
cancer/after-a-breast-cancer-diagnosis,russian,high,claude-opus-4.5 vs gpt-5.1,0.9899657964706421,0.991279661655426,0.881262931558821
cancer/after-a-breast-cancer-diagnosis,russian,high,gemini-3-pro vs gpt-5.1,0.990632951259613,0.9963026642799377,0.9680839512083266
cancer/after-a-breast-cancer-diagnosis,russian,high,gpt-5.1 vs kimi-k2,0.9946340322494507,0.9954399466514587,0.9673355552885268
cancer/after-a-breast-cancer-diagnosis,russian,high,claude-opus-4.5 vs gemini-3-pro,0.9887371063232422,0.9914886951446533,0.8931235074996948
cancer/after-a-breast-cancer-diagnosis,russian,high,claude-opus-4.5 vs kimi-k2,0.988914430141449,0.9895216822624207,0.8907077378696866
cancer/after-a-breast-cancer-diagnosis,russian,high,gemini-3-pro vs kimi-k2,0.9918653964996338,0.9952958822250366,0.9624987112151252
cancer/after-a-breast-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gpt-5.1,0.9926165342330933,0.99764084815979,0.9706640183925629
cancer/after-a-breast-cancer-diagnosis,spanish,high,gemini-3-pro vs gpt-5.1,0.9861376285552979,0.9956820011138916,0.9733937382698059
cancer/after-a-breast-cancer-diagnosis,spanish,high,gpt-5.1 vs kimi-k2,0.9944382309913635,0.9967923164367676,0.9683334827423096
cancer/after-a-breast-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gemini-3-pro,0.9877316355705261,0.9948879480361938,0.9533239722251892
cancer/after-a-breast-cancer-diagnosis,spanish,high,claude-opus-4.5 vs kimi-k2,0.9969689846038818,0.9985517859458923,0.9871838688850403
cancer/after-a-breast-cancer-diagnosis,spanish,high,gemini-3-pro vs kimi-k2,0.9832033514976501,0.9926432371139526,0.9482513964176178
cancer/after-a-breast-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gpt-5.1,0.9785351157188416,0.9966006278991699,0.9702270410277627
cancer/after-a-breast-cancer-diagnosis,tagalog,low,gemini-3-pro vs gpt-5.1,0.9712637066841125,0.9738219380378723,0.9612062139944597
cancer/after-a-breast-cancer-diagnosis,tagalog,low,gpt-5.1 vs kimi-k2,0.9704610705375671,0.9931014776229858,0.9067955233834006
cancer/after-a-breast-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gemini-3-pro,0.954974353313446,0.9715049862861633,0.9591068029403687
cancer/after-a-breast-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs kimi-k2,0.9864577651023865,0.9936240315437317,0.9196824052117087
cancer/after-a-breast-cancer-diagnosis,tagalog,low,gemini-3-pro vs kimi-k2,0.9422221779823303,0.9626029133796692,0.888450795953924
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gpt-5.1,0.9948087334632874,0.9941071271896362,0.9010094816868122
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,gemini-3-pro vs gpt-5.1,0.9909322261810303,0.9968900680541992,0.9601522363149203
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,gpt-5.1 vs kimi-k2,0.9776797294616699,0.9958826303482056,0.8934926390647888
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gemini-3-pro,0.994559109210968,0.9956114888191223,0.8993604366595929
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs kimi-k2,0.9783948659896851,0.9964542984962463,0.9626066088676453
cancer/after-a-breast-cancer-diagnosis,vietnamese,high,gemini-3-pro vs kimi-k2,0.9793856739997864,0.9965305924415588,0.8880270765377924
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gpt-5.1,0.9831594228744507,0.9883346557617188,0.9101043567061424
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,gemini-3-pro vs gpt-5.1,0.9876165390014648,0.9973384737968445,0.9850478619337082
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,gpt-5.1 vs kimi-k2,0.9851305484771729,0.9951328635215759,0.9524679183959961
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gemini-3-pro,0.9830276966094971,0.9881176352500916,0.911824643611908
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs kimi-k2,0.9762189984321594,0.9867408871650696,0.9081207551062107
cancer/after-a-cervical-cancer-diagnosis,arabic,medium,gemini-3-pro vs kimi-k2,0.9899874329566956,0.9964945912361145,0.956864058971405
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gpt-5.1,0.9667298197746277,0.9667298197746277,0.9667298197746277
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs gpt-5.1,0.9666258692741394,0.9666257500648499,0.9666257500648499
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,gpt-5.1 vs kimi-k2,0.9637070894241333,0.9637070894241333,0.9637070894241333
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gemini-3-pro,0.9824600219726562,0.9824600219726562,0.9824600219726562
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs kimi-k2,0.9890797734260559,0.9890797734260559,0.9890797734260559
cancer/after-a-cervical-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs kimi-k2,0.9824923872947693,0.9824923276901245,0.9824923276901245
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gpt-5.1,0.9731670022010803,0.9935505986213684,0.9084492743015289
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs gpt-5.1,0.9737799763679504,0.9962781071662903,0.9658258020877838
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,gpt-5.1 vs kimi-k2,0.9561612010002136,0.9936487674713135,0.90469810962677
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gemini-3-pro,0.9882966876029968,0.9942647218704224,0.9184650957584382
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs kimi-k2,0.9821634292602539,0.9970986247062683,0.9799495736757914
cancer/after-a-cervical-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs kimi-k2,0.9766018986701965,0.9939669370651245,0.9156033813953399
cancer/after-a-cervical-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gpt-5.1,0.9617480635643005,0.990420401096344,0.9215581161635262
cancer/after-a-cervical-cancer-diagnosis,korean,medium,gemini-3-pro vs gpt-5.1,0.9588408470153809,0.9898136258125305,0.9454871586390904
cancer/after-a-cervical-cancer-diagnosis,korean,medium,gpt-5.1 vs kimi-k2,0.9614512920379639,0.9882311820983887,0.93451098884855
cancer/after-a-cervical-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gemini-3-pro,0.9845659732818604,0.9913444519042969,0.922164227281298
cancer/after-a-cervical-cancer-diagnosis,korean,medium,claude-opus-4.5 vs kimi-k2,0.978983998298645,0.9899518489837646,0.9231893845966884
cancer/after-a-cervical-cancer-diagnosis,korean,medium,gemini-3-pro vs kimi-k2,0.9806568622589111,0.994572103023529,0.9740717155592782
cancer/after-a-cervical-cancer-diagnosis,russian,high,claude-opus-4.5 vs gpt-5.1,0.9893065094947815,0.9958643913269043,0.95808544754982
cancer/after-a-cervical-cancer-diagnosis,russian,high,gemini-3-pro vs gpt-5.1,0.9820419549942017,0.992912232875824,0.9241436794400215
cancer/after-a-cervical-cancer-diagnosis,russian,high,gpt-5.1 vs kimi-k2,0.9917625784873962,0.9914153218269348,0.9211814734670851
cancer/after-a-cervical-cancer-diagnosis,russian,high,claude-opus-4.5 vs gemini-3-pro,0.9864417314529419,0.996125340461731,0.9462194740772247
cancer/after-a-cervical-cancer-diagnosis,russian,high,claude-opus-4.5 vs kimi-k2,0.9917850494384766,0.9906075596809387,0.8983622458246019
cancer/after-a-cervical-cancer-diagnosis,russian,high,gemini-3-pro vs kimi-k2,0.9789830446243286,0.987000584602356,0.8717750112215678
cancer/after-a-cervical-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gpt-5.1,0.9922873377799988,0.9930479526519775,0.9168747514486313
cancer/after-a-cervical-cancer-diagnosis,spanish,high,gemini-3-pro vs gpt-5.1,0.9956929087638855,0.9947971105575562,0.9503875434398651
cancer/after-a-cervical-cancer-diagnosis,spanish,high,gpt-5.1 vs kimi-k2,0.9889512658119202,0.991837203502655,0.9175946414470673
cancer/after-a-cervical-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gemini-3-pro,0.9955520033836365,0.9939771294593811,0.9300288170576095
cancer/after-a-cervical-cancer-diagnosis,spanish,high,claude-opus-4.5 vs kimi-k2,0.9963318705558777,0.9983547329902649,0.9897077083587646
cancer/after-a-cervical-cancer-diagnosis,spanish,high,gemini-3-pro vs kimi-k2,0.9931154251098633,0.9930524826049805,0.9313746213912963
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gpt-5.1,0.983214259147644,0.9924088716506958,0.945023912191391
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,gemini-3-pro vs gpt-5.1,0.9797506332397461,0.9923105239868164,0.9542782008647919
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,gpt-5.1 vs kimi-k2,0.9860401749610901,0.9923921823501587,0.9518807291984558
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gemini-3-pro,0.993690013885498,0.9977768063545227,0.9824898779392243
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs kimi-k2,0.9956145286560059,0.9983795285224915,0.9857093930244446
cancer/after-a-cervical-cancer-diagnosis,tagalog,low,gemini-3-pro vs kimi-k2,0.9927026629447937,0.9971225261688232,0.9818909287452697
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gpt-5.1,0.9900803565979004,0.9924269914627075,0.9162200620541205
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,gemini-3-pro vs gpt-5.1,0.9732864499092102,0.9954713582992554,0.9552469849586487
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,gpt-5.1 vs kimi-k2,0.9719702005386353,0.9954589009284973,0.9564324846634498
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gemini-3-pro,0.9820624589920044,0.9918725490570068,0.925456152512477
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs kimi-k2,0.977254331111908,0.9918680191040039,0.9044333123243772
cancer/after-a-cervical-cancer-diagnosis,vietnamese,high,gemini-3-pro vs kimi-k2,0.9922131896018982,0.9966477751731873,0.9548688989419204
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gpt-5.1,0.9832481741905212,0.990378201007843,0.882012389600277
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,gemini-3-pro vs gpt-5.1,0.9760873317718506,0.9866687059402466,0.9468180686235428
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,gpt-5.1 vs kimi-k2,0.9845134019851685,0.9946395754814148,0.9587654173374176
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gemini-3-pro,0.9774209856987,0.985342800617218,0.9101560413837433
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs kimi-k2,0.9886006712913513,0.992893397808075,0.9160856381058693
cancer/after-a-colorectal-cancer-diagnosis,arabic,medium,gemini-3-pro vs kimi-k2,0.9702049493789673,0.989517092704773,0.9727399200201035
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gpt-5.1,0.9896405935287476,0.9896405935287476,0.9896405935287476
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs gpt-5.1,0.9870018362998962,0.9870018362998962,0.9870018362998962
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,gpt-5.1 vs kimi-k2,0.9854024648666382,0.9854024052619934,0.9854024052619934
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gemini-3-pro,0.9848939180374146,0.9848940968513489,0.9848940968513489
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs kimi-k2,0.9819058775901794,0.9819058775901794,0.9819058775901794
cancer/after-a-colorectal-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs kimi-k2,0.9874792098999023,0.9874792098999023,0.9874792098999023
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gpt-5.1,0.9806396961212158,0.9929133057594299,0.9039647281169891
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs gpt-5.1,0.9855855107307434,0.9954149127006531,0.9585021018981934
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,gpt-5.1 vs kimi-k2,0.9709448218345642,0.9930171966552734,0.9028833985328675
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gemini-3-pro,0.9855200052261353,0.9923429489135742,0.9060381650924683
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs kimi-k2,0.9781404733657837,0.9966435432434082,0.977723585234748
cancer/after-a-colorectal-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs kimi-k2,0.9772899150848389,0.9921120405197144,0.9046419799327851
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gpt-5.1,0.9779779314994812,0.9850720167160034,0.9025457160813468
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,gemini-3-pro vs gpt-5.1,0.9759332537651062,0.9876789450645447,0.9421581881386893
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,gpt-5.1 vs kimi-k2,0.9732357859611511,0.9829147458076477,0.8956251229558673
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gemini-3-pro,0.9797040820121765,0.9912155270576477,0.9132827690669468
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,claude-opus-4.5 vs kimi-k2,0.980999231338501,0.9948846101760864,0.9746759831905365
cancer/after-a-colorectal-cancer-diagnosis,korean,medium,gemini-3-pro vs kimi-k2,0.9689024686813354,0.9898074865341187,0.9010472808565412
cancer/after-a-colorectal-cancer-diagnosis,russian,high,claude-opus-4.5 vs gpt-5.1,0.989435076713562,0.9965258240699768,0.9624588638544083
cancer/after-a-colorectal-cancer-diagnosis,russian,high,gemini-3-pro vs gpt-5.1,0.9827577471733093,0.9939694404602051,0.9251287952065468
cancer/after-a-colorectal-cancer-diagnosis,russian,high,gpt-5.1 vs kimi-k2,0.9890055656433105,0.996498167514801,0.9761511832475662
cancer/after-a-colorectal-cancer-diagnosis,russian,high,claude-opus-4.5 vs gemini-3-pro,0.9899479746818542,0.9950581192970276,0.9481895491480827
cancer/after-a-colorectal-cancer-diagnosis,russian,high,claude-opus-4.5 vs kimi-k2,0.9835288524627686,0.9950680136680603,0.9502837061882019
cancer/after-a-colorectal-cancer-diagnosis,russian,high,gemini-3-pro vs kimi-k2,0.9799481630325317,0.9922829866409302,0.9145249351859093
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gpt-5.1,0.9864204525947571,0.996508002281189,0.9494915670818753
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,gemini-3-pro vs gpt-5.1,0.9968909025192261,0.9985881447792053,0.9815733498997159
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,gpt-5.1 vs kimi-k2,0.9928058385848999,0.9975970387458801,0.9726224939028422
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gemini-3-pro,0.9884266257286072,0.9974182844161987,0.965581476688385
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,claude-opus-4.5 vs kimi-k2,0.9910833239555359,0.9971798658370972,0.9751137759950426
cancer/after-a-colorectal-cancer-diagnosis,spanish,high,gemini-3-pro vs kimi-k2,0.9944741725921631,0.998176634311676,0.9874002867274814
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gpt-5.1,0.986383855342865,0.997855544090271,0.9793507039546967
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,gemini-3-pro vs gpt-5.1,0.9889391660690308,0.996373176574707,0.9768188714981079
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,gpt-5.1 vs kimi-k2,0.9773426055908203,0.9967744946479797,0.9712402701377869
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gemini-3-pro,0.9873802661895752,0.995568037033081,0.9679322302341461
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs kimi-k2,0.9904758930206299,0.9968594312667847,0.9631225228309631
cancer/after-a-colorectal-cancer-diagnosis,tagalog,low,gemini-3-pro vs kimi-k2,0.9757367372512817,0.9967440962791443,0.9838790357112884
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gpt-5.1,0.9884499907493591,0.9903397560119629,0.8697270613450271
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,gemini-3-pro vs gpt-5.1,0.9905738234519958,0.9959738254547119,0.963511430300199
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,gpt-5.1 vs kimi-k2,0.9796702265739441,0.993204653263092,0.8552122987233676
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gemini-3-pro,0.9896988868713379,0.9926342368125916,0.892825172497676
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs kimi-k2,0.9865077137947083,0.9944835901260376,0.9454734027385712
cancer/after-a-colorectal-cancer-diagnosis,vietnamese,high,gemini-3-pro vs kimi-k2,0.9865630865097046,0.9938956499099731,0.8762389788260827
cancer/after-a-lung-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gpt-5.1,0.9658237099647522,0.9923229217529297,0.9155169576406479
cancer/after-a-lung-cancer-diagnosis,arabic,medium,gemini-3-pro vs gpt-5.1,0.9831894636154175,0.9961637258529663,0.9757234305143356
cancer/after-a-lung-cancer-diagnosis,arabic,medium,gpt-5.1 vs kimi-k2,0.9774740934371948,0.9953338503837585,0.9587887600064278
cancer/after-a-lung-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs gemini-3-pro,0.9687281250953674,0.99372398853302,0.9041265025734901
cancer/after-a-lung-cancer-diagnosis,arabic,medium,claude-opus-4.5 vs kimi-k2,0.9841521382331848,0.991956889629364,0.9135067984461784
cancer/after-a-lung-cancer-diagnosis,arabic,medium,gemini-3-pro vs kimi-k2,0.9757930636405945,0.9954622387886047,0.9521844685077667
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gpt-5.1,0.9835830926895142,0.9835829138755798,0.9835829138755798
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs gpt-5.1,0.9828366041183472,0.9828366041183472,0.9828366041183472
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,gpt-5.1 vs kimi-k2,0.9877923130989075,0.9877921342849731,0.9877921342849731
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs gemini-3-pro,0.9861401915550232,0.9861401915550232,0.9861401915550232
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,claude-opus-4.5 vs kimi-k2,0.984335720539093,0.9843356609344482,0.9843356609344482
cancer/after-a-lung-cancer-diagnosis,chinese_simplified,high,gemini-3-pro vs kimi-k2,0.9900663495063782,0.9900663495063782,0.9900663495063782
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gpt-5.1,0.971052348613739,0.9937756657600403,0.8701952338218689
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs gpt-5.1,0.975367546081543,0.9931246638298035,0.9063751101493835
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,gpt-5.1 vs kimi-k2,0.9580062627792358,0.9930371046066284,0.8615894496440888
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs gemini-3-pro,0.9903345704078674,0.9948148131370544,0.9255642957157559
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,claude-opus-4.5 vs kimi-k2,0.9901695847511292,0.9963283538818359,0.9826134840647379
cancer/after-a-lung-cancer-diagnosis,haitian_creole,low,gemini-3-pro vs kimi-k2,0.983087956905365,0.9935687184333801,0.9148110416200426
cancer/after-a-lung-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gpt-5.1,0.9776161909103394,0.9810458421707153,0.8497800954750606
cancer/after-a-lung-cancer-diagnosis,korean,medium,gemini-3-pro vs gpt-5.1,0.9775366187095642,0.9788062572479248,0.8321481347084045
cancer/after-a-lung-cancer-diagnosis,korean,medium,gpt-5.1 vs kimi-k2,0.9708320498466492,0.9797104001045227,0.8417011201381683
cancer/after-a-lung-cancer-diagnosis,korean,medium,claude-opus-4.5 vs gemini-3-pro,0.9725638031959534,0.992515504360199,0.9583284457524618
cancer/after-a-lung-cancer-diagnosis,korean,medium,claude-opus-4.5 vs kimi-k2,0.9748576879501343,0.9947393536567688,0.9730894466241201
cancer/after-a-lung-cancer-diagnosis,korean,medium,gemini-3-pro vs kimi-k2,0.9608986377716064,0.9912236332893372,0.9600984255472819
cancer/after-a-lung-cancer-diagnosis,russian,high,claude-opus-4.5 vs gpt-5.1,0.9736601710319519,0.9905404448509216,0.9630417972803116
cancer/after-a-lung-cancer-diagnosis,russian,high,gemini-3-pro vs gpt-5.1,0.9906765222549438,0.9950674772262573,0.9628560245037079
cancer/after-a-lung-cancer-diagnosis,russian,high,gpt-5.1 vs kimi-k2,0.98195880651474,0.9936617016792297,0.9759935587644577
cancer/after-a-lung-cancer-diagnosis,russian,high,claude-opus-4.5 vs gemini-3-pro,0.966742217540741,0.9937137365341187,0.9780735448002815
cancer/after-a-lung-cancer-diagnosis,russian,high,claude-opus-4.5 vs kimi-k2,0.9723291993141174,0.9944328665733337,0.9718428626656532
cancer/after-a-lung-cancer-diagnosis,russian,high,gemini-3-pro vs kimi-k2,0.9775292873382568,0.9937798380851746,0.9644020050764084
cancer/after-a-lung-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gpt-5.1,0.9893712997436523,0.998177707195282,0.9813103742069669
cancer/after-a-lung-cancer-diagnosis,spanish,high,gemini-3-pro vs gpt-5.1,0.9881157279014587,0.9987823367118835,0.990594724814097
cancer/after-a-lung-cancer-diagnosis,spanish,high,gpt-5.1 vs kimi-k2,0.9913607239723206,0.9957374334335327,0.9517455167240567
cancer/after-a-lung-cancer-diagnosis,spanish,high,claude-opus-4.5 vs gemini-3-pro,0.9842270612716675,0.9981024265289307,0.9777289231618246
cancer/after-a-lung-cancer-diagnosis,spanish,high,claude-opus-4.5 vs kimi-k2,0.9945345520973206,0.9962086081504822,0.9641643497678969
cancer/after-a-lung-cancer-diagnosis,spanish,high,gemini-3-pro vs kimi-k2,0.9841811656951904,0.9954574108123779,0.9471529920895895
cancer/after-a-lung-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gpt-5.1,0.9869914650917053,0.9971383810043335,0.9810230433940887
cancer/after-a-lung-cancer-diagnosis,tagalog,low,gemini-3-pro vs gpt-5.1,0.9750742316246033,0.9930094480514526,0.9607472956180573
cancer/after-a-lung-cancer-diagnosis,tagalog,low,gpt-5.1 vs kimi-k2,0.9810093641281128,0.9949396848678589,0.9468494057655334
cancer/after-a-lung-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs gemini-3-pro,0.9748914241790771,0.99245285987854,0.9536544740200043
cancer/after-a-lung-cancer-diagnosis,tagalog,low,claude-opus-4.5 vs kimi-k2,0.9919672012329102,0.9955637454986572,0.9420451939105987
cancer/after-a-lung-cancer-diagnosis,tagalog,low,gemini-3-pro vs kimi-k2,0.9699345827102661,0.992758572101593,0.9635884940624238
cancer/after-a-lung-cancer-diagnosis,vietnamese,high,claude-opus-4.5 vs gpt-5.1,0.986957848072052,0.9919969439506531,0.908814956744512
